0.000,0.000,0.000,1.524
0.217,0.200,0.832,1.310
0.607,0.243,0.893,1.677
0.931,0.240,1.100,1.631
1.233,0.222,1.232,1.368
1.340,0.185,1.159,1.442
1.364,0.158,1.094,1.496
1.404,0.138,1.039,1.533
1.419,0.123,0.990,1.559
1.431,0.111,0.948,1.578
1.438,0.101,0.911,1.591
1.446,0.092,0.877,1.601
1.467,0.085,0.847,1.606
1.480,0.079,0.820,1.609
1.491,0.074,0.796,1.610
1.502,0.069,0.773,1.609
1.519,0.065,0.752,1.607
1.540,0.062,0.733,1.603
1.549,0.058,0.715,1.597
1.563,0.055,0.699,1.591
1.580,0.053,0.683,1.583
1.593,0.050,0.669,1.575
1.610,0.048,0.655,1.566
1.618,0.046,0.643,1.556
1.627,0.044,0.630,1.545
1.637,0.043,0.619,1.534
1.649,0.041,0.608,1.541
REACHED GOAL 1
1.941,0.052,0.729,1.553
2.325,0.062,1.004,1.539
2.662,0.067,1.573,1.544
2.923,0.071,1.595,1.504
3.168,0.068,1.571,1.504
3.308,0.066,1.548,1.503
3.456,0.064,1.527,1.501
3.604,0.063,1.506,1.498
3.750,0.061,1.486,1.494
3.895,0.059,1.467,1.490
4.055,0.058,1.448,1.484
4.229,0.056,1.430,1.479
4.385,0.055,1.413,1.472
4.546,0.053,1.397,1.465
4.734,0.052,1.381,1.458
4.893,0.051,1.365,1.451
5.056,0.050,1.350,1.443
5.218,0.049,1.336,1.434
5.378,0.048,1.322,1.426
5.539,0.047,1.308,1.417
5.699,0.046,1.295,1.408
5.856,0.045,1.284,1.399
6.014,0.044,1.272,1.390
6.210,0.043,1.260,1.381
6.382,0.042,1.248,1.371
6.531,0.041,1.237,1.361
6.691,0.041,1.225,1.351
6.871,0.040,1.215,1.341
7.033,0.039,1.204,1.331
7.194,0.038,1.194,1.320
7.347,0.038,1.184,1.310
7.509,0.037,1.174,1.299
7.671,0.036,1.165,1.296
REACHED GOAL 2
8.022,0.042,1.209,1.308
REACHED GOAL 3
