0.000,0.000,0.000,3.430
0.307,0.189,1.028,3.047
1.315,0.253,1.356,2.779
2.056,0.289,2.652,2.733
2.506,0.294,2.439,2.522
2.918,0.288,2.477,2.367
3.219,0.271,4.959,2.322
3.502,0.256,4.767,2.409
3.733,0.227,4.535,2.342
3.941,0.204,4.333,2.283
4.143,0.186,4.203,2.197
REACHED GOAL 1
4.590,0.202,4.102,2.159
5.178,0.216,4.635,2.075
5.807,0.225,4.487,1.977
6.418,0.224,4.411,1.894
6.866,0.220,4.314,1.860
7.277,0.207,4.226,1.876
7.668,0.195,4.133,1.857
8.070,0.185,4.033,1.846
8.463,0.176,3.940,1.833
8.856,0.167,3.852,1.829
REACHED GOAL 2
9.385,0.178,3.950,1.824
9.920,0.188,4.062,1.813
10.530,0.196,4.001,1.858
11.167,0.201,4.427,1.859
11.736,0.202,4.345,1.845
12.293,0.200,4.301,1.782
12.810,0.193,4.228,1.782
13.315,0.186,4.159,1.780
13.839,0.180,4.094,1.777
14.361,0.174,4.031,1.773
14.871,0.168,3.971,1.769
15.377,0.163,3.914,1.796
REACHED GOAL 3
