0.000,0.000,0.000,3.134
0.279,0.200,2.560,2.545
0.798,0.257,3.206,2.315
1.151,0.260,3.505,2.018
1.492,0.245,3.340,2.228
1.727,0.229,3.094,2.184
2.017,0.196,3.174,2.282
2.183,0.185,3.212,2.299
2.368,0.173,3.392,2.363
2.551,0.156,3.242,2.306
2.752,0.141,3.109,2.068
REACHED GOAL 1
3.053,0.163,3.194,2.095
3.547,0.178,3.333,1.977
4.075,0.184,3.247,1.935
4.429,0.188,3.518,1.927
4.757,0.187,3.539,1.907
5.041,0.176,3.451,1.887
5.264,0.166,3.359,1.870
5.526,0.157,3.274,1.854
5.761,0.149,3.195,1.837
6.005,0.142,3.122,1.825
6.257,0.154,3.075,1.903
6.688,0.165,3.128,1.855
7.133,0.171,3.097,1.870
7.533,0.173,3.058,1.871
7.890,0.173,3.057,1.923
8.210,0.167,3.006,1.959
8.495,0.161,2.954,1.948
8.761,0.155,2.905,1.937
9.041,0.150,2.858,1.925
9.323,0.145,2.813,1.914
9.602,0.140,2.770,1.902
9.888,0.136,2.729,1.889
10.163,0.132,2.689,1.877
10.439,0.128,2.652,1.889
REACHED GOAL 2
10.707,0.127,2.703,1.900
11.137,0.135,3.110,1.894
11.642,0.139,3.085,1.908
12.059,0.141,3.636,1.904
12.364,0.142,3.594,1.926
12.636,0.139,3.553,1.923
12.889,0.135,3.636,1.933
13.121,0.132,3.595,1.926
13.349,0.129,3.556,1.926
REACHED GOAL 3
