0.000,0.000,0.000
1.329,0.000,0.000
1.372,0.000,0.000
1.415,0.000,0.000
1.457,0.000,0.000
1.494,-0.083,0.000
1.548,-0.071,0.000
1.678,-0.060,0.000
1.754,-0.051,0.000
1.849,-0.044,0.000
1.920,-0.038,0.000
2.015,-0.033,0.000
2.096,-0.029,0.000
2.172,-0.025,0.000
2.259,-0.024,0.000
2.338,-0.022,0.000
2.422,-0.021,0.000
2.512,-0.018,0.000
2.592,-0.016,0.000
2.678,-0.013,0.000
2.760,-0.012,0.000
2.839,-0.009,0.000
2.907,0.003,0.000
2.957,0.019,0.000
3.068,0.034,0.000
3.213,0.048,0.000
3.270,0.059,0.000
3.315,0.071,0.000
3.409,0.082,0.000
3.539,0.091,0.000
3.682,0.099,0.000
3.832,0.105,0.000
4.021,0.110,0.000
4.238,0.114,0.000
4.464,0.117,0.000
4.702,0.119,0.000
4.956,0.120,0.000
5.229,0.121,0.000
5.509,0.122,0.000
5.795,0.118,0.000
6.089,0.116,0.000
6.370,0.113,0.000
6.654,0.110,0.000
6.940,0.108,0.000
7.225,0.105,0.000
7.502,0.103,0.000
7.787,0.101,0.000
8.071,0.099,0.000
8.353,0.104,0.000
8.640,0.110,0.000
8.948,0.115,0.000
9.336,0.121,0.000
9.734,0.125,0.000
10.143,0.129,0.000
10.592,0.132,0.000
11.030,0.135,0.000
11.495,0.137,0.000
11.966,0.138,0.000
12.436,0.139,0.000
12.904,0.140,0.000
13.364,0.140,0.000
13.813,0.140,0.000
14.268,0.138,0.000
14.728,0.135,0.000
15.193,0.133,0.000
15.656,0.131,0.000
16.112,0.129,0.000
16.571,0.127,0.000
17.029,0.126,0.000
17.484,0.124,0.000
17.941,0.122,0.000
18.403,0.120,0.000
18.863,0.119,0.000
19.322,0.117,0.000
19.782,0.116,0.000
20.245,0.114,0.000
20.704,0.113,0.000
21.164,0.111,0.000
21.621,0.110,0.000
22.080,0.108,0.000
22.538,0.107,0.000
22.988,0.106,0.000
23.447,0.104,0.000
23.908,0.103,0.000
24.363,0.102,0.000
24.818,0.101,0.000
25.277,0.100,0.000
25.735,0.098,0.000
26.195,0.097,0.000
26.649,0.096,0.000
27.101,0.095,0.000
27.553,0.094,0.000
28.011,0.093,0.000
28.468,0.092,0.000
28.926,0.091,0.000
29.384,0.090,0.000
29.839,0.089,0.000
30.296,0.088,0.000
30.756,0.088,0.000
31.216,0.087,0.000
31.675,0.086,0.000
32.132,0.085,0.000
32.591,0.084,0.000
33.048,0.083,0.000
33.506,0.083,0.000
33.965,0.082,0.000
34.425,0.081,0.000
34.883,0.080,0.000
35.342,0.080,0.000
35.801,0.079,0.000
36.260,0.078,0.000
36.717,0.077,0.000
37.179,0.077,0.000
37.638,0.076,0.000
38.098,0.075,0.000
38.559,0.075,0.000
39.019,0.074,0.000
39.478,0.073,0.000
39.934,0.073,0.000
40.390,0.072,0.000
40.846,0.072,0.000
41.301,0.071,0.000
41.759,0.070,0.000
42.219,0.070,0.000
42.678,0.069,0.000
43.138,0.069,0.000
43.597,0.068,0.000
44.059,0.068,0.000
44.517,0.067,0.000
44.976,0.067,0.000
