0.000,0.000,0.000,1.788
0.245,0.200,2.206,2.050
0.606,0.267,4.981,2.272
1.148,0.300,4.870,2.193
1.671,0.320,5.116,1.760
2.032,0.333,5.200,1.699
2.714,0.320,5.051,1.734
3.058,0.300,4.988,1.750
3.318,0.267,4.747,1.852
3.536,0.240,4.530,1.835
3.773,0.218,4.369,1.816
3.996,0.200,4.224,1.798
4.222,0.185,4.093,1.782
4.444,0.172,3.972,1.776
REACHED GOAL 1
4.747,0.187,3.882,1.893
5.269,0.200,3.903,1.795
5.723,0.210,4.150,1.865
6.224,0.211,4.060,1.866
6.585,0.209,3.997,1.895
6.938,0.204,3.907,1.893
7.238,0.194,3.825,1.892
7.521,0.185,3.748,1.889
7.809,0.177,3.675,1.884
8.092,0.170,3.606,1.879
8.379,0.163,3.541,1.873
8.675,0.157,3.479,1.866
8.962,0.151,3.420,1.858
9.245,0.146,3.364,1.893
REACHED GOAL 2
9.670,0.154,3.365,1.836
REACHED GOAL 3
