0.000,0.000,0.000,1.330
3.440,0.200,1.436,1.014
3.874,0.248,1.484,0.946
4.330,0.259,1.411,1.195
4.731,0.245,2.660,1.509
5.079,0.226,2.523,1.428
5.377,0.194,2.385,1.353
5.657,0.170,2.316,1.395
5.932,0.151,2.245,1.426
6.206,0.136,2.178,1.449
6.481,0.124,2.114,1.465
6.761,0.113,2.054,1.477
7.041,0.105,1.999,1.485
7.324,0.097,1.947,1.489
7.598,0.091,1.899,1.491
7.873,0.085,1.853,1.491
8.152,0.080,1.811,1.489
8.432,0.075,1.771,1.485
8.704,0.072,1.734,1.478
9.090,0.088,1.869,1.468
9.600,0.103,1.866,1.554
10.065,0.116,1.902,1.531
10.658,0.125,1.996,1.513
11.123,0.128,1.964,1.505
11.461,0.129,1.932,1.481
11.810,0.130,1.943,1.446
12.113,0.125,1.910,1.464
12.413,0.120,1.878,1.480
12.709,0.116,1.848,1.493
13.015,0.112,1.819,1.505
13.306,0.109,1.792,1.515
13.611,0.105,1.766,1.523
13.913,0.102,1.740,1.530
14.212,0.099,1.716,1.536
