0.000,0.000,0.000,1.260
12.476,0.000,1.960,1.568
12.915,0.028,2.589,1.399
13.387,0.032,5.320,1.467
13.819,0.105,5.154,1.566
14.444,0.154,5.024,1.565
14.971,0.189,4.822,1.571
15.539,0.216,4.701,1.520
16.065,0.236,4.477,1.488
16.665,0.248,4.339,1.483
17.246,0.262,5.063,1.495
17.785,0.271,4.896,1.449
18.308,0.271,4.824,1.458
18.727,0.266,4.692,1.415
19.124,0.248,4.555,1.453
19.434,0.233,4.422,1.480
19.767,0.219,4.300,1.503
20.090,0.207,4.188,1.521
20.417,0.196,4.084,1.535
20.743,0.186,3.987,1.547
21.061,0.177,3.897,1.557
21.379,0.169,3.813,1.565
21.700,0.162,3.734,1.572
22.021,0.155,3.659,1.575
22.329,0.149,3.589,1.576
22.645,0.143,3.523,1.575
22.964,0.138,3.460,1.574
23.271,0.133,3.400,1.573
23.587,0.128,3.344,1.571
23.904,0.124,3.290,1.569
24.226,0.120,3.239,1.567
24.536,0.116,3.190,1.564
24.862,0.113,3.143,1.560
25.181,0.109,3.098,1.557
25.501,0.106,3.055,1.554
25.812,0.103,3.014,1.550
26.132,0.101,2.974,1.544
26.444,0.100,2.978,1.500
26.769,0.100,2.955,1.531
27.129,0.107,2.949,1.521
27.689,0.113,2.982,1.520
28.190,0.119,2.969,1.552
28.618,0.121,2.943,1.557
28.912,0.122,2.913,1.580
29.119,0.119,2.881,1.584
29.295,0.117,2.851,1.588
29.492,0.114,2.822,1.591
29.667,0.112,2.793,1.593
29.853,0.109,2.765,1.594
30.027,0.107,2.738,1.595
30.192,0.105,2.712,1.596
30.376,0.103,2.687,1.596
30.565,0.101,2.662,1.595
30.750,0.099,2.638,1.594
