0.000,0.000,0.000,1.251
2.272,0.200,1.592,0.956
REACHED GOAL 1
2.760,0.253,3.245,1.166
3.872,0.289,5.166,1.428
4.337,0.312,4.752,1.625
4.896,0.312,4.673,1.719
5.388,0.300,4.713,1.753
5.921,0.285,4.980,1.821
6.421,0.253,5.148,1.833
6.862,0.228,4.949,1.830
7.318,0.207,4.770,1.825
7.783,0.190,4.608,1.819
8.236,0.175,4.462,1.811
8.683,0.163,4.328,1.802
9.124,0.152,4.205,1.792
9.574,0.142,4.092,1.781
10.027,0.134,3.988,1.782
10.492,0.136,3.924,1.823
11.000,0.150,3.903,1.826
11.627,0.162,4.184,1.784
12.186,0.173,4.126,1.807
12.749,0.178,4.043,1.828
13.242,0.179,3.962,1.795
