-0.588,-0.330,0.163339,118,764000000
-0.144,-0.087,0.163339,123,213000000
0.635,0.043,0.163339,124,145000000
1.284,0.163,0.163339,125,160000000
1.371,-0.035,0.163339,126,119000000
1.298,-0.328,0.163339,127,167000000
1.312,-0.425,0.163339,128,138000000
1.308,-0.408,0.163339,129,146000000
1.294,-0.390,0.163339,130,186000000
1.278,-0.400,0.163339,131,227000000
1.270,-0.397,0.163339,132,263000000
REACHED GOAL 1
1.334,-0.689,0.163339,135,750000000
REACHED GOAL 2
1.606,-0.997,0.163339,136,729000000
1.820,-1.357,0.163339,137,879000000
2.161,-1.651,0.163339,138,903000000
2.472,-1.981,0.163339,139,881000000
2.695,-2.200,0.163339,140,932000000
2.896,-2.362,0.163339,141,891000000
3.010,-2.458,0.163339,142,910000000
3.051,-2.482,0.163339,143,955000000
3.060,-2.487,0.163339,145,40000000
3.073,-2.509,0.163339,145,997000000
REACHED GOAL 3
