0.000,0.000,0.000,1.505
0.019,0.198,1.177,1.380
0.338,0.231,1.333,1.595
0.613,0.227,1.334,1.588
0.829,0.215,1.236,1.408
0.976,0.179,1.152,1.446
1.000,0.153,1.088,1.480
1.017,0.134,1.033,1.505
1.034,0.119,0.987,1.525
1.053,0.107,0.945,1.539
1.075,0.098,0.909,1.694
1.198,0.121,1.464,1.592
1.614,0.137,1.554,1.624
1.950,0.144,1.525,1.579
2.240,0.146,1.553,1.574
2.462,0.137,1.512,1.497
2.598,0.129,1.472,1.503
2.741,0.122,1.435,1.429
2.881,0.116,1.434,1.449
3.051,0.110,1.409,1.430
3.208,0.105,1.395,1.510
3.388,0.100,1.748,1.542
3.534,0.096,1.715,1.536
3.689,0.092,1.780,1.595
3.857,0.089,1.775,1.602
4.018,0.086,1.893,1.614
4.189,0.083,1.880,1.643
4.334,0.080,1.866,1.678
4.472,0.078,1.847,1.693
4.657,0.088,1.847,1.719
5.191,0.098,1.847,1.686
5.685,0.108,1.959,1.694
6.167,0.114,1.949,1.650
6.593,0.118,1.990,1.679
6.939,0.119,1.965,1.691
7.222,0.116,1.939,1.690
7.494,0.112,1.913,1.688
7.753,0.109,1.889,1.686
8.009,0.107,1.865,1.683
8.277,0.104,1.842,1.679
8.544,0.101,1.820,1.674
8.830,0.099,1.799,1.669
9.090,0.097,1.779,1.664
9.352,0.095,1.759,1.657
