0.003,0.001,0.001816,139,189000000
1.991,-2.798,0.001816,168,90000000
REACHED GOAL 1
REACHED GOAL 1
2.204,-3.102,0.001816,169,184000000
2.493,-3.331,0.001816,170,234000000
2.706,-3.542,0.001816,171,188000000
2.858,-3.648,0.001816,172,169000000
2.916,-3.710,0.001816,173,209000000
2.911,-3.722,0.001816,174,212000000
2.892,-3.708,0.001816,175,131000000
2.901,-3.718,0.001816,176,193000000
2.890,-3.731,0.001816,177,249000000
2.887,-3.710,0.001816,178,210000000
2.908,-3.723,0.001816,179,155000000
2.913,-3.724,0.001816,180,229000000
2.923,-3.723,0.001816,181,292000000
2.927,-3.723,0.001816,182,251000000
2.926,-3.710,0.001816,183,321000000
2.907,-3.711,0.001816,184,402000000
2.919,-3.724,0.001816,185,511000000
3.091,-3.928,0.001816,190,187000000
REACHED GOAL 2
REACHED GOAL 2
3.214,-4.332,0.001816,191,82000000
3.212,-4.691,0.001816,192,172000000
3.410,-5.167,0.001816,193,276000000
3.550,-5.512,0.001816,194,299000000
3.609,-5.686,0.001816,195,297000000
3.738,-5.831,0.001816,196,378000000
3.804,-5.893,0.001816,197,440000000
3.785,-5.917,0.001816,198,512000000
3.794,-5.908,0.001816,199,603000000
3.786,-5.917,0.001816,200,614000000
3.771,-5.928,0.001816,201,535000000
3.788,-5.916,0.001816,202,628000000
3.796,-5.913,0.001816,203,549000000
3.811,-5.917,0.001816,204,593000000
