0.000,0.000,0.000,1.885
4.301,0.179,0.479,2.035
5.181,0.204,0.613,1.963
6.180,0.253,1.917,2.085
7.252,0.282,1.903,1.948
8.388,0.298,2.129,1.908
9.608,0.313,2.172,1.791
10.991,0.321,2.354,1.903
12.425,0.327,2.350,1.800
13.944,0.335,2.667,1.791
15.591,0.339,2.755,1.656
17.342,0.335,2.673,1.629
19.158,0.326,2.850,1.655
21.030,0.315,2.783,1.556
22.946,0.294,2.721,1.611
24.855,0.276,2.645,1.598
26.761,0.259,2.574,1.585
28.673,0.245,2.509,1.572
30.579,0.250,2.514,1.510
32.588,0.257,2.503,1.497
34.684,0.264,2.583,1.441
36.889,0.270,2.556,1.381
39.186,0.276,2.571,1.414
41.625,0.277,2.558,1.406
44.092,0.275,2.580,1.396
46.630,0.278,2.543,1.426
49.241,0.281,2.500,1.400
51.979,0.285,2.537,1.367
54.776,0.289,2.547,1.350
57.659,0.292,2.508,1.354
60.622,0.295,2.521,1.342
63.637,0.296,2.497,1.343
66.715,0.294,2.544,1.352
69.837,0.291,2.510,1.361
72.988,0.282,2.516,1.398
76.138,0.274,2.483,1.401
