0.000,0.000,0.000,1.481
0.164,0.200,1.054,2.035
0.331,0.260,1.991,2.031
0.885,0.295,2.544,2.038
1.311,0.316,2.437,2.062
1.654,0.330,2.422,2.023
2.098,0.340,6.146,1.979
2.418,0.342,5.809,1.937
2.784,0.347,5.524,1.936
3.213,0.339,5.276,1.862
3.528,0.326,5.134,1.850
3.776,0.298,4.970,1.861
3.913,0.275,4.813,1.866
4.050,0.256,4.670,1.869
4.182,0.239,4.539,1.871
4.318,0.224,4.418,1.871
4.455,0.211,4.306,1.870
4.585,0.199,4.202,1.868
4.726,0.188,4.105,1.866
4.867,0.179,4.014,1.862
5.003,0.171,3.929,1.858
5.139,0.163,3.849,1.854
5.281,0.156,3.774,1.849
5.419,0.149,3.703,1.843
5.553,0.143,3.636,1.788
REACHED GOAL 1
5.789,0.153,3.572,1.758
6.297,0.161,3.780,1.776
6.717,0.170,3.729,1.761
7.288,0.173,3.674,1.789
7.707,0.174,3.616,1.737
8.047,0.169,3.577,1.723
8.347,0.163,3.528,1.726
8.642,0.159,3.481,1.728
8.935,0.154,3.435,1.729
9.228,0.149,3.391,1.730
9.514,0.145,3.349,1.730
9.800,0.141,3.309,1.728
10.096,0.138,3.269,1.726
10.387,0.134,3.231,1.724
10.681,0.131,3.195,1.721
10.976,0.128,3.159,1.717
11.262,0.125,3.125,1.713
11.552,0.122,3.092,1.708
11.834,0.119,3.060,1.702
12.116,0.116,3.029,1.697
12.407,0.114,2.998,1.691
12.700,0.111,2.969,1.684
12.987,0.109,2.940,1.678
13.276,0.107,2.913,1.671
13.569,0.105,2.886,1.663
13.857,0.103,2.859,1.656
14.147,0.101,2.834,1.648
14.438,0.099,2.822,1.642
REACHED GOAL 2
14.856,0.104,2.809,1.615
15.369,0.108,2.935,1.613
15.878,0.111,2.911,1.633
16.325,0.112,2.913,1.618
16.711,0.110,2.890,1.621
17.061,0.108,2.867,1.623
17.413,0.106,2.844,1.624
17.761,0.104,2.822,1.624
18.117,0.103,2.801,1.624
18.460,0.101,2.779,1.624
18.810,0.099,2.759,1.623
19.163,0.098,2.739,1.622
19.513,0.096,2.719,1.621
19.858,0.095,2.700,1.619
20.216,0.094,2.681,1.616
20.569,0.092,2.662,1.613
20.925,0.091,2.644,1.610
21.272,0.090,2.626,1.607
21.621,0.088,2.609,1.603
21.970,0.087,2.592,1.599
22.320,0.086,2.575,1.595
22.671,0.085,2.559,1.591
23.023,0.084,2.542,1.586
23.375,0.083,2.527,1.582
23.724,0.082,2.511,1.577
24.081,0.081,2.496,1.572
24.435,0.080,2.481,1.567
24.784,0.079,2.466,1.571
REACHED GOAL 3
