-0.248,-0.410,0.299609,134,117000000
1.763,-0.641,0.299609,155,679000000
2.096,-0.914,0.299609,156,707000000
2.405,-1.052,0.299609,157,601000000
2.835,-1.202,0.299609,158,668000000
3.129,-1.330,0.299609,159,691000000
3.281,-1.431,0.299609,160,692000000
3.362,-1.435,0.299609,161,714000000
3.371,-1.410,0.299609,162,643000000
3.378,-1.418,0.299609,163,614000000
3.366,-1.426,0.299609,164,536000000
3.391,-1.430,0.299609,165,584000000
3.396,-1.428,0.299609,166,564000000
3.380,-1.427,0.299609,167,509000000
3.383,-1.416,0.299609,168,590000000
3.378,-1.434,0.299609,169,548000000
3.392,-1.453,0.299609,170,506000000
3.396,-1.453,0.299609,171,482000000
3.404,-1.438,0.299609,172,480000000
3.406,-1.446,0.299609,173,446000000
3.390,-1.440,0.299609,174,420000000
3.419,-1.470,0.299609,175,520000000
3.413,-1.437,0.299609,176,533000000
3.416,-1.429,0.299609,177,594000000
3.421,-1.447,0.299609,178,649000000
3.431,-1.434,0.299609,179,676000000
3.420,-1.457,0.299609,180,689000000
3.424,-1.446,0.299609,181,701000000
3.369,-1.483,0.299609,182,676000000
3.441,-1.445,0.299609,183,711000000
3.423,-1.476,0.299609,184,772000000
3.426,-1.459,0.299609,185,773000000
3.594,-1.667,0.299609,193,791000000
3.642,-2.211,0.299609,194,929000000
3.496,-2.458,0.299609,195,905000000
3.426,-2.650,0.299609,196,940000000
3.336,-2.765,0.299609,197,907000000
3.335,-2.748,0.299609,198,956000000
3.339,-2.760,0.299609,199,981000000
3.334,-2.759,0.299609,201,71000000
3.355,-2.735,0.299609,202,11000000
3.329,-2.781,0.299609,203,44000000
3.342,-2.777,0.299609,204,101000000
3.343,-2.767,0.299609,205,57000000
3.343,-2.769,0.299609,205,955000000
3.356,-2.748,0.299609,207,130000000
3.328,-2.789,0.299609,208,60000000
3.330,-2.781,0.299609,209,65000000
3.343,-2.773,0.299609,210,115000000
3.314,-2.799,0.299609,211,99000000
3.254,-3.129,0.299609,236,465000000
3.485,-3.592,0.299609,237,553000000
3.735,-3.914,0.299609,238,537000000
3.953,-4.168,0.299609,239,538000000
4.129,-4.355,0.299609,240,578000000
4.215,-4.496,0.299609,241,559000000
4.226,-4.507,0.299609,242,572000000
4.242,-4.489,0.299609,243,603000000
4.242,-4.494,0.299609,244,699000000
4.232,-4.500,0.299609,245,807000000
4.235,-4.506,0.299609,246,794000000
4.248,-4.490,0.299609,247,728000000
4.257,-4.495,0.299609,248,783000000
4.256,-4.501,0.299609,249,744000000
4.249,-4.495,0.299609,250,889000000
4.290,-4.461,0.299609,251,803000000
4.261,-4.497,0.299609,252,781000000
4.293,-4.527,0.299609,253,742000000
4.626,-4.687,0.299609,254,648000000
5.095,-4.724,0.299609,255,714000000
5.429,-4.728,0.299609,256,773000000
5.663,-4.691,0.299609,257,822000000
5.787,-4.694,0.299609,258,812000000
5.769,-4.692,0.299609,259,826000000
5.782,-4.686,0.299609,260,914000000
5.787,-4.689,0.299609,261,976000000
5.783,-4.691,0.299609,262,956000000
5.792,-4.700,0.299609,263,888000000
5.795,-4.683,0.299609,264,923000000
5.798,-4.701,0.299609,265,866000000
5.793,-4.673,0.299609,266,985000000
5.800,-4.708,0.299609,268,93000000
5.793,-4.692,0.299609,269,109000000
5.805,-4.696,0.299609,270,149000000
