0.000,0.000,0.000,2.745
2.036,0.200,3.079,2.444
2.556,0.267,3.020,2.186
3.010,0.300,2.735,2.092
3.573,0.295,4.922,1.975
4.074,0.276,4.855,1.905
4.514,0.256,4.714,1.601
4.934,0.224,4.554,1.614
5.344,0.199,4.397,1.618
5.751,0.179,4.251,1.618
6.155,0.163,4.117,1.614
6.577,0.149,3.992,1.608
6.994,0.138,3.878,1.600
7.412,0.128,3.772,1.590
7.819,0.119,3.673,1.578
8.232,0.112,3.582,1.566
8.655,0.105,3.497,1.553
9.078,0.099,3.417,1.539
9.492,0.094,3.342,1.524
9.921,0.089,3.272,1.508
10.342,0.085,3.206,1.492
10.765,0.081,3.144,1.475
11.183,0.078,3.085,1.458
11.597,0.075,3.030,1.440
12.018,0.072,2.977,1.422
12.445,0.069,2.927,1.403
12.869,0.066,2.879,1.384
13.288,0.064,2.834,1.365
13.704,0.062,2.790,1.346
14.130,0.060,2.749,1.327
14.560,0.058,2.709,1.307
14.993,0.056,2.671,1.338
15.509,0.066,2.665,1.343
16.205,0.073,2.701,1.359
16.716,0.076,2.682,1.384
17.208,0.078,2.656,1.370
17.683,0.076,2.627,1.383
18.145,0.074,2.594,1.393
18.608,0.072,2.563,1.402
19.071,0.070,2.533,1.410
19.528,0.068,2.504,1.416
19.999,0.067,2.476,1.421
20.452,0.065,2.449,1.426
20.915,0.064,2.422,1.429
21.373,0.062,2.397,1.432
21.814,0.061,2.372,1.433
22.272,0.060,2.348,1.434
22.723,0.058,2.325,1.435
23.174,0.057,2.303,1.435
23.641,0.056,2.281,1.447
24.230,0.063,2.277,1.476
24.974,0.069,2.290,1.476
25.664,0.073,2.432,1.520
26.326,0.076,2.548,1.515
26.962,0.078,2.562,1.517
27.582,0.077,2.552,1.516
28.186,0.075,2.531,1.519
28.791,0.074,2.511,1.520
29.386,0.073,2.491,1.522
29.980,0.071,2.472,1.522
30.586,0.070,2.454,1.521
31.194,0.069,2.436,1.520
31.810,0.068,2.418,1.519
32.409,0.067,2.400,1.517
33.016,0.066,2.383,1.515
33.615,0.065,2.367,1.512
34.219,0.064,2.350,1.517
34.831,0.068,2.336,1.535
35.562,0.072,2.321,1.554
36.347,0.076,2.374,1.562
37.053,0.078,2.368,1.573
37.706,0.079,2.735,1.580
38.341,0.078,2.718,1.581
38.958,0.077,2.700,1.583
39.584,0.076,2.684,1.583
40.201,0.075,2.667,1.584
40.828,0.074,2.651,1.583
41.451,0.073,2.635,1.583
42.071,0.072,2.620,1.581
42.680,0.071,2.604,1.580
43.312,0.070,2.589,1.577
43.947,0.069,2.574,1.575
44.569,0.068,2.560,1.572
45.188,0.068,2.545,1.568
