1.180,-0.266,0.242087,1033,594000000,0.006101820176612502,0.005721548707304472,-0.1983739263899938
1.186,-0.263,0.233211,1033,824000000,0.005800524285298289,0.006468784276291166,-0.1669051436236786
1.204,-0.257,0.223328,1034,20000000,-0.006351300015722142,0.010062330698849094,-0.12545121751194008
1.217,-0.265,0.213666,1034,274000000,-0.0027386895755988133,0.0062337841294768355,-0.13305603809325334
1.230,-0.268,0.211231,1034,407000000,0.007389363281657494,0.008934386725078965,-0.10562065800311878
1.237,-0.258,0.208139,1034,629000000,-0.006145910790226331,0.006643177841055498,-0.11257288558445872
1.232,-0.256,0.209873,1034,783000000,-0.005628833009765065,0.011902886362324366,-0.15770989147266432
1.230,-0.264,0.219415,1034,954000000,-0.0068078633528513965,0.009399584905211266,-0.2174189796062216
1.233,-0.271,0.220262,1035,180000000,-0.0048019892524846855,0.0055350682704678675,-0.22643031038377992
1.238,-0.274,0.225653,1035,412000000,-0.0071020044139265175,0.008587574624661804,-0.2807092700286459
1.238,-0.283,0.227800,1035,588000000,-0.00546523690617175,0.009240901741750412,-0.3041292208144481
1.243,-0.292,0.228555,1035,787000000,-0.004601283284426972,0.009405184838660168,-0.3250089563452764
1.247,-0.299,0.226032,1035,975000000,-0.005794654632740207,0.009203605282133964,-0.32684941354640246
1.251,-0.299,0.224372,1036,147000000,-0.007155901222642916,0.007923769429027592,-0.3184724483229081
1.252,-0.301,0.222500,1036,424000000,-0.006892851629969424,0.007218035074330698,-0.30133066785735646
1.255,-0.300,0.223761,1036,629000000,-0.0069367913498114,0.006564848133140662,-0.2890440879059247
1.254,-0.299,0.224184,1036,805000000,-0.006686455059744123,0.007686076821975217,-0.29971233492002874
1.255,-0.299,0.224528,1037,72000000,-0.0062218289174926665,0.008285954461584168,-0.32653889324666485
1.255,-0.300,0.225379,1037,198000000,-0.005442380478968492,0.007848189603439203,-0.3381435124248951
1.255,-0.301,0.226535,1037,381000000,-0.0067995966735480695,0.006156582675369794,-0.3315716199875463
1.257,-0.298,0.229420,1037,578000000,-0.007117673406230644,0.0056408099312331055,-0.3191566954839428
1.257,-0.298,0.228734,1037,746000000,-0.00676702181165972,0.005439280573519339,-0.30940362727613785
1.260,-0.302,0.226985,1038,13000000,-0.006842848694933721,0.004947044691762706,-0.29275200186724737
1.258,-0.300,0.226949,1038,216000000,-0.005729164432360903,0.005360007225351412,-0.3037549280486196
1.259,-0.299,0.226112,1038,397000000,-0.006263248013236663,0.004989268425779034,-0.3044442741650148
1.257,-0.299,0.225239,1038,570000000,-0.006581116525583698,0.004876864777965564,-0.29985538525899125
1.258,-0.299,0.225451,1038,741000000,-0.006801992060989881,0.004845281220721137,-0.2970425826713646
1.260,-0.301,0.227488,1038,990000000,-0.006036112269560942,0.0052320513415618,-0.31103494843595364
1.260,-0.301,0.226666,1039,220000000,-0.006392939090121053,0.00499008806840906,-0.30301501980766077
1.261,-0.303,0.226544,1039,420000000,-0.0061348814862645885,0.005102343588526548,-0.2962576482004272
1.265,-0.299,0.227001,1039,641000000,-0.005952746014051812,0.004996671077120729,-0.29538763050142425
1.264,-0.297,0.224464,1039,868000000,-0.006226854424504643,0.004727156727269167,-0.2947679010254382
1.264,-0.296,0.223408,1039,982000000,-0.006016123754142301,0.004827021511350481,-0.2949460024506396
1.265,-0.297,0.224654,1040,226000000,-0.0062162459338381245,0.004828041200982918,-0.29484182821030386
1.265,-0.297,0.225324,1040,398000000,-0.005979650595956389,0.0047836879474320625,-0.29445576708910504
1.262,-0.296,0.225749,1040,559000000,-0.0058190877746182165,0.0049800498177545215,-0.2936778021533167
1.262,-0.297,0.224379,1040,802000000,-0.006084893049455765,0.004926760153751406,-0.2942574188904202
1.264,-0.298,0.223882,1041,25000000,-0.005978632559684758,0.005624778137265996,-0.29436726890050635
1.266,-0.297,0.224256,1041,189000000,-0.005909506895897294,0.005678171527906678,-0.29430927401421053
1.267,-0.296,0.225069,1041,353000000,-0.00595391437682624,0.005725958319260368,-0.2943155000108348
1.266,-0.297,0.225478,1041,604000000,-0.006026153813529055,0.005706614746920575,-0.29418764028859645
1.266,-0.296,0.222754,1041,838000000,-0.0060786580005046005,0.005304695745491728,-0.29443014821229163
1.264,-0.298,0.219757,1042,17000000,-0.005755638277365717,0.005334886337668903,-0.2946776368270895
1.262,-0.297,0.219824,1042,257000000,-0.005831861093441294,0.0051356333088657695,-0.29424847732662823
1.262,-0.299,0.220814,1042,460000000,-0.005725304018654788,0.0053523085912522755,-0.2938965347680116
1.265,-0.302,0.221810,1042,627000000,-0.006285738804613613,0.004962861588509049,-0.2943217973479048
1.267,-0.303,0.224213,1042,817000000,-0.006446520054942949,0.004834344690386988,-0.29458379792045836
1.267,-0.302,0.226832,1043,30000000,-0.006390181163447828,0.004855352929341001,-0.2944700154463767
1.270,-0.301,0.228321,1043,178000000,-0.006536179723275395,0.005013000044178005,-0.29485747983875354
1.271,-0.298,0.227796,1043,390000000,-0.006446538934523082,0.005106432363347901,-0.29478944431317167
1.271,-0.297,0.225876,1043,609000000,-0.00615703237703411,0.0052911169202421275,-0.2946465320189956
1.272,-0.299,0.225666,1043,765000000,-0.006453544631311087,0.005299142650627931,-0.2947627077383094
1.271,-0.298,0.224270,1044,4000000,-0.00611556792487106,0.005527051630349829,-0.29424886214441914
1.267,-0.300,0.222589,1044,208000000,-0.005878128391967887,0.005604180153152933,-0.29395662090009
1.267,-0.300,0.222891,1044,376000000,-0.005976350264886777,0.005814812271413275,-0.29407187286982756
1.270,-0.304,0.221006,1044,658000000,-0.005664187698987242,0.006232677665691341,-0.2944234633768897
1.273,-0.302,0.220981,1044,812000000,-0.005796012388661153,0.006599325036993013,-0.2950408163284828
1.274,-0.301,0.222229,1044,970000000,-0.0057470600969313015,0.006574301920861042,-0.2950880835335125
1.275,-0.298,0.224639,1045,205000000,-0.00568453862767635,0.006490275726696694,-0.294915721952083
1.276,-0.299,0.226290,1045,365000000,-0.005725516395820095,0.006364415118573516,-0.2952480209043839
1.274,-0.298,0.227238,1045,619000000,-0.006035798224351318,0.006668385469853328,-0.29511259751524466
1.276,-0.301,0.228614,1045,789000000,-0.006250197199402363,0.006544203514078933,-0.2954080117976395
1.275,-0.299,0.230456,1045,951000000,-0.006378553149542578,0.006367651149067321,-0.2951515252605957
1.277,-0.299,0.234433,1046,195000000,-0.006804350412133783,0.006189091515778287,-0.29537330068245937
1.278,-0.301,0.235685,1046,357000000,-0.006903073629403786,0.006215932363169951,-0.2954604574770724
1.279,-0.302,0.235226,1046,590000000,-0.006826064222885934,0.0063441449253608,-0.2955791334400482
1.280,-0.303,0.233577,1046,779000000,-0.006668367209073038,0.006264741373800286,-0.2956464977515122
1.282,-0.306,0.228098,1047,22000000,-0.0064621932574834545,0.006165332697023749,-0.2957948346277173
1.285,-0.306,0.219337,1047,266000000,-0.00650776936484112,0.005893016632718314,-0.29570905088682203
1.283,-0.304,0.217113,1047,402000000,-0.006144682297273616,0.005796987430971454,-0.295277699928458
1.280,-0.302,0.216470,1047,596000000,-0.0061688422926803495,0.00534171130855789,-0.29465924579322633
1.276,-0.299,0.218152,1047,804000000,-0.006061177095507687,0.005225418432811461,-0.29426550124576434
1.275,-0.301,0.217697,1047,947000000,-0.00612231398698955,0.005287636371255449,-0.2944825073739293
1.271,-0.298,0.219706,1048,187000000,-0.006045458765633874,0.005293388246549264,-0.29408451841999544
1.271,-0.297,0.220304,1048,427000000,-0.006324873576356803,0.005349809805494336,-0.2944917183285456
1.275,-0.298,0.221345,1048,599000000,-0.0059314653574606205,0.005935606646726,-0.29438367999709186
1.274,-0.297,0.221962,1048,772000000,-0.005937913837264502,0.006288948634033895,-0.294222965497402
1.279,-0.300,0.221795,1048,994000000,-0.0057758782245751865,0.00661870416287258,-0.2945269196987535
1.281,-0.300,0.221637,1049,232000000,-0.005800336800560182,0.006760823395007482,-0.2946757722953943
1.280,-0.300,0.220588,1049,383000000,-0.005839577631172149,0.006958240725887913,-0.2945038562738922
1.282,-0.300,0.218404,1049,671000000,-0.005652237066122029,0.006827194013314007,-0.29468584641853385
1.277,-0.300,0.220551,1049,797000000,-0.005747815111171907,0.006739685682977679,-0.2945217340596568
1.272,-0.303,0.223066,1050,2000000,-0.00593306960384466,0.006600769336389548,-0.2947416575849194
1.273,-0.304,0.224577,1050,169000000,-0.006267680753560253,0.00658009509799497,-0.29533437809572105
1.279,-0.305,0.227514,1050,429000000,-0.006252594459243594,0.0069780150717592875,-0.29547019115929074
1.282,-0.306,0.227643,1050,597000000,-0.0064901287516187164,0.007041387050731157,-0.2956877545875749
1.286,-0.309,0.228411,1050,758000000,-0.006964385137890715,0.006973610235819814,-0.29600132284341146
1.285,-0.308,0.229691,1050,977000000,-0.006628110512731557,0.007194220528670521,-0.29577660521752275
1.288,-0.310,0.230620,1051,187000000,-0.007254497276646786,0.007102699281169669,-0.29621870506407494
1.280,-0.311,0.228496,1051,405000000,-0.006612382640785268,0.008552078801321314,-0.29611171286879995
1.250,-0.298,0.229501,1051,574000000,0.0019929182454624804,0.014971874943948063,-0.28113921188220226
1.237,-0.285,0.226937,1051,809000000,-0.0008026763997531796,0.013104951652742662,-0.20884132690924775
