0.000,0.000,0.000
1.962,0.011,0.000
2.002,0.014,0.000
2.047,0.021,0.000
2.133,0.097,0.000
2.308,0.144,0.000
2.463,0.179,0.000
2.580,0.202,0.000
2.716,0.217,0.000
2.876,0.225,0.000
3.058,0.228,0.000
3.219,0.229,0.000
3.349,0.228,0.000
3.496,0.225,0.000
3.626,0.222,0.000
3.769,0.219,0.000
3.911,0.214,0.000
4.054,0.210,0.000
4.210,0.199,0.000
4.356,0.189,0.000
4.492,0.180,0.000
4.631,0.172,0.000
4.772,0.165,0.000
4.913,0.158,0.000
5.056,0.151,0.000
5.195,0.146,0.000
5.336,0.140,0.000
5.479,0.135,0.000
5.624,0.131,0.000
5.767,0.126,0.000
5.910,0.122,0.000
6.055,0.118,0.000
6.199,0.115,0.000
6.340,0.111,0.000
6.482,0.108,0.000
6.625,0.105,0.000
6.768,0.102,0.000
